3.936000000000000000e+04,2.176749999999999829e+01,2.079500000000000171e+01,4.852500000000000000e+02,8.607500000000000000e+02,3.346277734741000178e-03,1.000000000000000000e+00
7.686000000000000000e+04,1.989000000000000057e+01,2.683999999999999986e+01,0.000000000000000000e+00,4.295000000000000000e+02,3.850778659910999990e-03,0.000000000000000000e+00
2.736000000000000000e+04,2.069999999999999929e+01,2.239000000000000057e+01,0.000000000000000000e+00,4.510000000000000000e+02,3.374665571892000119e-03,0.000000000000000000e+00
5.976000000000000000e+04,2.210000000000000142e+01,3.874499999999999744e+01,4.470000000000000000e+02,1.993750000000000000e+03,6.393557271041999841e-03,1.000000000000000000e+00
3.311900000000000000e+04,2.181500000000000128e+01,2.491750000000000043e+01,4.972500000000000000e+02,8.635000000000000000e+02,4.025681757066999940e-03,1.000000000000000000e+00
2.609900000000000000e+04,1.910000000000000142e+01,3.139000000000000057e+01,0.000000000000000000e+00,4.360000000000000000e+02,4.290685928331999625e-03,0.000000000000000000e+00
3.539900000000000000e+04,2.050000000000000000e+01,3.116333333333329847e+01,4.410000000000000000e+02,9.703333333333330302e+02,4.648887028781000137e-03,1.000000000000000000e+00
3.030000000000000000e+04,2.089000000000000057e+01,1.964999999999999858e+01,4.225000000000000000e+02,5.915000000000000000e+02,2.994714266656000115e-03,1.000000000000000000e+00
3.186000000000000000e+04,2.086499999999999844e+01,1.976749999999999829e+01,4.330000000000000000e+02,6.375000000000000000e+02,3.008055477028999999e-03,1.000000000000000000e+00
5.699900000000000000e+04,2.197250000000000014e+01,3.794749999999999801e+01,4.440000000000000000e+02,1.845500000000000000e+03,6.211660264982999877e-03,1.000000000000000000e+00
7.770000000000000000e+04,1.989000000000000057e+01,2.700000000000000000e+01,0.000000000000000000e+00,4.425000000000000000e+02,3.873877090238999829e-03,0.000000000000000000e+00
6.024000000000000000e+04,2.178999999999999915e+01,2.155000000000000071e+01,4.600000000000000000e+02,9.250000000000000000e+02,3.473246122300000134e-03,1.000000000000000000e+00
6.005900000000000000e+04,2.210000000000000142e+01,3.883400000000000318e+01,4.470000000000000000e+02,1.982000000000000000e+03,6.408395036255999828e-03,1.000000000000000000e+00
5.796000000000000000e+04,2.200000000000000000e+01,3.846666666666669698e+01,4.410000000000000000e+02,1.915666666666669926e+03,6.308184359680999928e-03,1.000000000000000000e+00
6.906000000000000000e+04,2.219999999999999929e+01,2.728999999999999915e+01,0.000000000000000000e+00,5.943333333333330302e+02,4.517288193500000257e-03,0.000000000000000000e+00
2.712000000000000000e+04,1.900000000000000000e+01,3.139000000000000057e+01,0.000000000000000000e+00,4.320000000000000000e+02,4.263811945188000080e-03,0.000000000000000000e+00
1.961900000000000000e+04,1.950000000000000000e+01,2.669999999999999929e+01,0.000000000000000000e+00,4.665000000000000000e+02,3.738373920884999896e-03,0.000000000000000000e+00
6.156000000000000000e+04,2.176749999999999829e+01,2.189000000000000057e+01,4.440000000000000000e+02,9.320000000000000000e+02,3.523480465446999794e-03,1.000000000000000000e+00
3.383900000000000000e+04,2.021499999999999986e+01,3.022749999999999915e+01,4.190000000000000000e+02,7.749166666666669698e+02,4.429033602074999854e-03,1.000000000000000000e+00
1.428000000000000000e+04,2.039000000000000057e+01,1.878999999999999915e+01,0.000000000000000000e+00,4.310000000000000000e+02,2.775764996659000131e-03,0.000000000000000000e+00
4.512000000000000000e+04,2.150000000000000000e+01,3.434499999999999886e+01,4.540000000000000000e+02,1.399000000000000000e+03,5.455349444351999602e-03,1.000000000000000000e+00
1.518000000000000000e+04,1.978999999999999915e+01,1.928999999999999915e+01,0.000000000000000000e+00,4.423333333333329733e+02,2.745599263623999843e-03,0.000000000000000000e+00
1.721900000000000000e+04,2.039000000000000057e+01,1.860000000000000142e+01,0.000000000000000000e+00,4.350000000000000000e+02,2.747573138039000051e-03,0.000000000000000000e+00
5.076000000000000000e+04,2.178999999999999915e+01,1.914999999999999858e+01,5.310000000000000000e+02,6.392500000000000000e+02,3.084516278933999850e-03,1.000000000000000000e+00
3.575900000000000000e+04,2.132499999999999929e+01,2.097800000000000153e+01,4.560000000000000000e+02,8.080000000000000000e+02,3.285198264585999835e-03,1.000000000000000000e+00
2.615900000000000000e+04,1.966666666666669983e+01,1.935666666666670110e+01,0.000000000000000000e+00,4.500000000000000000e+02,2.734025472565999957e-03,0.000000000000000000e+00
7.734000000000000000e+04,2.150000000000000000e+01,2.583999999999999986e+01,0.000000000000000000e+00,4.905000000000000000e+02,4.095522678299000179e-03,0.000000000000000000e+00
6.516000000000000000e+04,2.169999999999999929e+01,2.089000000000000057e+01,4.260000000000000000e+02,7.805000000000000000e+02,3.347732267603000054e-03,1.000000000000000000e+00
6.960000000000000000e+04,2.119999999999999929e+01,2.022666666666669855e+01,0.000000000000000000e+00,5.476666666666669698e+02,3.142625331001000066e-03,0.000000000000000000e+00
8.759000000000000000e+03,1.939000000000000057e+01,3.078999999999999915e+01,0.000000000000000000e+00,4.400000000000000000e+02,4.285373664309999678e-03,0.000000000000000000e+00
1.379900000000000000e+04,1.939000000000000057e+01,2.660000000000000142e+01,0.000000000000000000e+00,4.660000000000000000e+02,3.698738725351000210e-03,0.000000000000000000e+00
5.315900000000000000e+04,2.178999999999999915e+01,3.567249999999999943e+01,4.640000000000000000e+02,1.477000000000000000e+03,5.770507401215999900e-03,1.000000000000000000e+00
6.317900000000000000e+04,2.162500000000000000e+01,2.131500000000000128e+01,4.330000000000000000e+02,8.490000000000000000e+02,3.400496156129000167e-03,1.000000000000000000e+00
4.638000000000000000e+04,2.169999999999999929e+01,2.000000000000000000e+01,3.777500000000000000e+02,7.577500000000000000e+02,3.204370315663999935e-03,1.000000000000000000e+00
2.712000000000000000e+04,1.939000000000000057e+01,2.610000000000000142e+01,0.000000000000000000e+00,4.660000000000000000e+02,3.628807944834000054e-03,0.000000000000000000e+00
2.760000000000000000e+04,2.019999999999999929e+01,1.860000000000000142e+01,2.603333333333329733e+02,4.340000000000000000e+02,2.715358085538000042e-03,0.000000000000000000e+00
5.796000000000000000e+04,2.119999999999999929e+01,1.926749999999999829e+01,3.700000000000000000e+01,4.357500000000000000e+02,2.992882150347000135e-03,0.000000000000000000e+00
2.604000000000000000e+04,1.910000000000000142e+01,3.139000000000000057e+01,0.000000000000000000e+00,4.320000000000000000e+02,4.290685928331999625e-03,0.000000000000000000e+00
4.103900000000000000e+04,2.169999999999999929e+01,2.060000000000000142e+01,4.640000000000000000e+02,8.230000000000000000e+02,3.301011601835000201e-03,1.000000000000000000e+00
3.906000000000000000e+04,2.205000000000000071e+01,2.633999999999999986e+01,4.502500000000000000e+02,1.030500000000000000e+03,4.318995453121999943e-03,1.000000000000000000e+00
4.746000000000000000e+04,2.062500000000000000e+01,2.850000000000000000e+01,2.472500000000000000e+02,4.315000000000000000e+02,4.281971483878000036e-03,0.000000000000000000e+00
5.735900000000000000e+04,2.200000000000000000e+01,3.816333333333329847e+01,4.440000000000000000e+02,1.868333333333330074e+03,6.257939971521999691e-03,1.000000000000000000e+00
6.480000000000000000e+04,2.169999999999999929e+01,2.096333333333329918e+01,4.330000000000000000e+02,7.803333333333330302e+02,3.359547794813000192e-03,1.000000000000000000e+00
7.013900000000000000e+04,1.939000000000000057e+01,2.760000000000000142e+01,0.000000000000000000e+00,4.320000000000000000e+02,3.838647196702999961e-03,0.000000000000000000e+00
5.969900000000000000e+04,2.239000000000000057e+01,2.646333333333329918e+01,4.440000000000000000e+02,1.057333333333330074e+03,4.430785386531000368e-03,1.000000000000000000e+00
5.670000000000000000e+04,2.250000000000000000e+01,2.714999999999999858e+01,4.815000000000000000e+02,1.068250000000000000e+03,4.577323827919000179e-03,1.000000000000000000e+00
6.792000000000000000e+04,1.928999999999999915e+01,2.760000000000000142e+01,0.000000000000000000e+00,4.320000000000000000e+02,3.814675452322000178e-03,0.000000000000000000e+00
4.961900000000000000e+04,2.169999999999999929e+01,1.933999999999999986e+01,5.415000000000000000e+02,6.400000000000000000e+02,3.098099397327999920e-03,1.000000000000000000e+00
6.252000000000000000e+04,2.210000000000000142e+01,3.909000000000000341e+01,4.330000000000000000e+02,2.027500000000000000e+03,6.451078357538999990e-03,1.000000000000000000e+00
7.854000000000000000e+04,2.069999999999999929e+01,2.039000000000000057e+01,0.000000000000000000e+00,4.575000000000000000e+02,3.071732898259999997e-03,0.000000000000000000e+00
3.258000000000000000e+04,2.150000000000000000e+01,2.428999999999999915e+01,4.696666666666670267e+02,7.880000000000000000e+02,3.848334759900999894e-03,1.000000000000000000e+00
2.514000000000000000e+04,2.019999999999999929e+01,1.860000000000000142e+01,0.000000000000000000e+00,4.285000000000000000e+02,2.715358085538000042e-03,0.000000000000000000e+00
5.214000000000000000e+04,2.166666666666669983e+01,3.465666666666670181e+01,4.790000000000000000e+02,1.342666666666669926e+03,5.562232130679000026e-03,1.000000000000000000e+00
2.016000000000000000e+04,2.089000000000000057e+01,2.344500000000000028e+01,0.000000000000000000e+00,4.485000000000000000e+02,3.576408280641000127e-03,0.000000000000000000e+00
4.482000000000000000e+04,2.173000000000000043e+01,2.035666666666670110e+01,4.740000000000000000e+02,8.126666666666669698e+02,3.267833479096999855e-03,1.000000000000000000e+00
2.046000000000000000e+04,2.010000000000000142e+01,3.309000000000000341e+01,0.000000000000000000e+00,4.495000000000000000e+02,4.817064624046000013e-03,0.000000000000000000e+00
7.283900000000000000e+04,2.039000000000000057e+01,1.910000000000000142e+01,0.000000000000000000e+00,4.650000000000000000e+02,2.821767702269000096e-03,0.000000000000000000e+00
7.692000000000000000e+04,1.950000000000000000e+01,2.752499999999999858e+01,0.000000000000000000e+00,4.510000000000000000e+02,3.854601312219999888e-03,0.000000000000000000e+00
6.018000000000000000e+04,2.178999999999999915e+01,2.160000000000000142e+01,4.600000000000000000e+02,9.265000000000000000e+02,3.481349802041999991e-03,1.000000000000000000e+00
6.234000000000000000e+04,2.210000000000000142e+01,3.911749999999999972e+01,4.330000000000000000e+02,2.012500000000000000e+03,6.455663824835000154e-03,1.000000000000000000e+00
8.298000000000000000e+04,2.044500000000000028e+01,3.300000000000000000e+01,0.000000000000000000e+00,5.460000000000000000e+02,4.908225395142000284e-03,0.000000000000000000e+00
3.503900000000000000e+04,2.076000000000000156e+01,1.885666666666670110e+01,8.290000000000000000e+02,4.526666666666670267e+02,2.850245623321999867e-03,0.000000000000000000e+00
1.067900000000000000e+04,1.942666666666670139e+01,2.663333333333330089e+01,0.000000000000000000e+00,4.756666666666670267e+02,3.711911527252999971e-03,0.000000000000000000e+00
3.828000000000000000e+04,2.089000000000000057e+01,3.247500000000000142e+01,4.365000000000000000e+02,1.237750000000000000e+03,4.964881268948000137e-03,1.000000000000000000e+00
3.900000000000000000e+04,2.206666666666669840e+01,2.635666666666670110e+01,4.530000000000000000e+02,1.024000000000000000e+03,4.326171701497000428e-03,1.000000000000000000e+00
3.840000000000000000e+04,2.094500000000000028e+01,3.249750000000000227e+01,4.440000000000000000e+02,1.253000000000000000e+03,4.985319458088000033e-03,1.000000000000000000e+00
3.894000000000000000e+04,2.210000000000000142e+01,1.800000000000000000e+01,3.365000000000000000e+02,4.585000000000000000e+02,2.954035791054999971e-03,0.000000000000000000e+00
3.330000000000000000e+04,2.189000000000000057e+01,2.519999999999999929e+01,4.970000000000000000e+02,8.957500000000000000e+02,4.090434997709000049e-03,1.000000000000000000e+00
4.373900000000000000e+04,2.169999999999999929e+01,2.050000000000000000e+01,5.140000000000000000e+02,8.005000000000000000e+02,3.284902646084999871e-03,1.000000000000000000e+00
4.260000000000000000e+04,2.219999999999999929e+01,2.710000000000000142e+01,4.440000000000000000e+02,1.131250000000000000e+03,4.485610862715000251e-03,1.000000000000000000e+00
