2.128999999999999915e+01,2.110000000000000142e+01,0.000000000000000000e+00,5.925000000000000000e+02,3.297283014217999852e-03,0.000000000000000000e+00
2.210000000000000142e+01,2.660000000000000142e+01,4.640000000000000000e+02,1.073250000000000000e+03,4.375336469695999611e-03,1.000000000000000000e+00
1.939000000000000057e+01,2.719999999999999929e+01,0.000000000000000000e+00,4.630000000000000000e+02,3.782676300665999917e-03,0.000000000000000000e+00
2.060000000000000142e+01,1.950000000000000000e+01,0.000000000000000000e+00,4.350000000000000000e+02,2.918891060950000102e-03,0.000000000000000000e+00
2.150000000000000000e+01,3.350000000000000000e+01,4.752500000000000000e+02,1.281500000000000000e+03,5.319981915929999916e-03,1.000000000000000000e+00
1.928999999999999915e+01,3.160000000000000142e+01,0.000000000000000000e+00,4.373333333333329733e+02,4.371412404401000401e-03,0.000000000000000000e+00
2.310000000000000142e+01,2.719999999999999929e+01,4.190000000000000000e+02,7.016666666666669698e+02,4.756992933314999755e-03,1.000000000000000000e+00
2.114999999999999858e+01,2.000000000000000000e+01,0.000000000000000000e+00,5.385000000000000000e+02,3.097662361945000171e-03,0.000000000000000000e+00
2.252499999999999858e+01,2.802499999999999858e+01,5.135000000000000000e+02,1.085000000000000000e+03,4.733202949514000134e-03,1.000000000000000000e+00
1.928999999999999915e+01,2.678999999999999915e+01,0.000000000000000000e+00,4.740000000000000000e+02,3.702056695408999926e-03,0.000000000000000000e+00
2.210000000000000142e+01,2.667500000000000071e+01,4.540000000000000000e+02,1.047000000000000000e+03,4.387759969609999686e-03,1.000000000000000000e+00
2.000000000000000000e+01,1.864999999999999858e+01,0.000000000000000000e+00,4.420000000000000000e+02,2.689047398020999805e-03,0.000000000000000000e+00
2.026000000000000156e+01,3.286333333333330131e+01,0.000000000000000000e+00,4.483333333333329733e+02,4.831765507215000054e-03,0.000000000000000000e+00
1.978999999999999915e+01,1.933999999999999986e+01,0.000000000000000000e+00,4.395000000000000000e+02,2.752747398135000061e-03,0.000000000000000000e+00
1.950000000000000000e+01,2.760000000000000142e+01,0.000000000000000000e+00,4.475000000000000000e+02,3.865169579758000185e-03,0.000000000000000000e+00
2.019999999999999929e+01,2.619999999999999929e+01,6.250000000000000000e+01,4.205000000000000000e+02,3.831694076382999824e-03,0.000000000000000000e+00
