2.310000000000000142e+01,2.969999999999999929e+01,4.665000000000000000e+02,1.224666666666669926e+03,5.197870297130999760e-03,1.000000000000000000e+00
1.978999999999999915e+01,3.620000000000000284e+01,2.400000000000000000e+01,5.075000000000000000e+02,5.172461510187000011e-03,0.000000000000000000e+00
2.039000000000000057e+01,3.228999999999999915e+01,0.000000000000000000e+00,6.840000000000000000e+02,4.785404566568000027e-03,0.000000000000000000e+00
2.150000000000000000e+01,3.209000000000000341e+01,4.402500000000000000e+02,6.190000000000000000e+02,5.094232371088000359e-03,1.000000000000000000e+00
2.128999999999999915e+01,2.668333333333330160e+01,4.540000000000000000e+02,8.951666666666669698e+02,4.175644153250999621e-03,1.000000000000000000e+00
2.010000000000000142e+01,3.632666666666670352e+01,2.400000000000000000e+01,5.083333333333329733e+02,5.292250165849000411e-03,0.000000000000000000e+00
2.178999999999999915e+01,3.395000000000000284e+01,4.440000000000000000e+02,1.178000000000000000e+03,5.489410729864000089e-03,1.000000000000000000e+00
2.100000000000000000e+01,2.528999999999999915e+01,0.000000000000000000e+00,5.180000000000000000e+02,3.885959415311000028e-03,0.000000000000000000e+00
2.169999999999999929e+01,2.791199999999999903e+01,4.740000000000000000e+02,1.073400000000000091e+03,4.481151893013999611e-03,1.000000000000000000e+00
2.213333333333330089e+01,2.469999999999999929e+01,0.000000000000000000e+00,7.486666666666669698e+02,4.069083657579000181e-03,0.000000000000000000e+00
2.178999999999999915e+01,2.826000000000000156e+01,5.020000000000000000e+02,1.148666666666669926e+03,4.562639964643000305e-03,1.000000000000000000e+00
2.010000000000000142e+01,3.228999999999999915e+01,0.000000000000000000e+00,5.705000000000000000e+02,4.699724967704000007e-03,0.000000000000000000e+00
2.169999999999999929e+01,2.866666666666669983e+01,4.390000000000000000e+02,8.590000000000000000e+02,4.603207041949999682e-03,1.000000000000000000e+00
2.119999999999999929e+01,2.378999999999999915e+01,0.000000000000000000e+00,5.775000000000000000e+02,3.699554803460999852e-03,0.000000000000000000e+00
2.039000000000000057e+01,2.250000000000000000e+01,0.000000000000000000e+00,4.357500000000000000e+02,3.326758467693000185e-03,0.000000000000000000e+00
2.083999999999999986e+01,2.519750000000000156e+01,4.330000000000000000e+02,6.495000000000000000e+02,3.833510039615000125e-03,1.000000000000000000e+00
1.985666666666670110e+01,3.546666666666669698e+01,0.000000000000000000e+00,5.283333333333330302e+02,5.087992868348999859e-03,0.000000000000000000e+00
2.157499999999999929e+01,2.804749999999999943e+01,4.690000000000000000e+02,9.090000000000000000e+02,4.468518086900999733e-03,1.000000000000000000e+00
2.000000000000000000e+01,3.509000000000000341e+01,0.000000000000000000e+00,5.350000000000000000e+02,5.078801243498999585e-03,0.000000000000000000e+00
2.328999999999999915e+01,2.740833333333329946e+01,5.268333333333330302e+02,1.027500000000000000e+03,4.849508152264999858e-03,1.000000000000000000e+00
2.389000000000000057e+01,2.519999999999999929e+01,7.750000000000000000e+02,6.473333333333330302e+02,4.621250625584999959e-03,1.000000000000000000e+00
2.078999999999999915e+01,2.478999999999999915e+01,4.330000000000000000e+02,6.580000000000000000e+02,3.759478723513000071e-03,1.000000000000000000e+00
2.128999999999999915e+01,2.678999999999999915e+01,4.540000000000000000e+02,9.102500000000000000e+02,4.192448806853999940e-03,1.000000000000000000e+00
2.124500000000000099e+01,3.133999999999999986e+01,4.330000000000000000e+02,9.575000000000000000e+02,4.896471464994000232e-03,1.000000000000000000e+00
2.056666666666669840e+01,2.209666666666669954e+01,1.000000000000000000e+01,9.143333333333330302e+02,3.302813589121999811e-03,0.000000000000000000e+00
2.289000000000000057e+01,2.417500000000000071e+01,6.285000000000000000e+02,1.035500000000000000e+03,4.170640969816999909e-03,1.000000000000000000e+00
2.128999999999999915e+01,3.239999999999999858e+01,4.330000000000000000e+02,5.820000000000000000e+02,5.077541546365999837e-03,1.000000000000000000e+00
